name	lat	lon	language
Frunzenskoe	43.6375	45.663611	Chechen
Naurskaya	43.648611	45.314722	Chechen
Bratskoe	43.649167	44.883611	Chechen
Bezhanov	43.650834	45.674939	Chechen
Ankhvala	43.65583	46.90389	Avar
Lyuksemburg	43.6617	46.7442	Kumyk
Tamazatyube (staroe)	43.66258	47.171012	Nogai
Semikolodcev	43.662959	45.773835	Chechen
Karatyube	43.66738	46.82335	Tsez
Mekenskaya	43.668889	45.384444	Chechen
Gvardeyskoe	43.673333	45.051944	Chechen
Chernokozovo	43.673611	45.361111	Chechen
Znamenskoe	43.677778	45.128056	Chechen
Shuguri	43.67833	47.05861	Tindi
Karaozek (Karauzek)	43.68663	46.66615	Bezhta
Beno-yurt	43.689722	45.051944	Chechen
Kurdyukovskaya	43.691111	46.45	Chechen
Mirnyy	43.694859	45.476983	Chechen
Kotlankin	43.695278	45.767778	Chechen
Aytkhan	43.69773	46.82498	Andi
Kachalay	43.70198	46.70946	Bezhta
Alpatovo	43.704722	45.240833	Chechen
Dzhugut	43.70835	46.86498	Andi
Ishhyorskaya	43.715278	45.133333	Chechen
Postnyy	43.72376	45.632907	Chechen
Kozlov	43.72561	45.555419	Chechen
Rubezhnoe	43.728611	45.172222	Chechen
Sitnikov	43.732241	45.514123	Chechen
Kargalinskaya	43.743056	46.476389	Chechen
Klinkov	43.753473	45.445968	Chechen
Svobodnoe	43.75891	45.25946	Chechen
Zarechnoe	43.76292	46.58238	Avar
Batyrkin	43.770778	45.675793	Chechen
Novyy Biryuzyak	43.77431	47.294614	Avar
Kapustino	43.776929	45.334864	Chechen
Rybalko	43.78321	46.65519	Avar
Nyrkov	43.785403	45.386589	Chechen
Dal'nee	43.789633	45.092068	Chechen
Dubovskaya	43.793333	46.5525	Chechen
Borozdinovskaya	43.81	46.590833	Chechen
Kardonovka	43.8158	46.8478	Avar
Yuzhnoe	43.8169	46.7242	Avar
Zelyonoe	43.818442	45.983529	Chechen
Mayorskiy	43.835318	45.489437	Chechen
Novonadezhdovka	43.83556	46.93295	Avar
Sary-su	43.839722	46.4325	Nogai
Yefimovka	43.84302	46.79782	Avar
Kizlyar	43.84465	46.718689	Avar
Krasnooktyabr'skoe	43.84705	46.65553	Avar
Novogladovka	43.84923	46.89421	Avar
Voskhod	43.852125	46.40915	Chechen
Staroterechnoe	43.85585	47.46163	Avar
Imeni Zhdanova	43.85694	46.69528	Avar
Burunskoe	43.860278	45.777778	Chechen
Krasnyy Voskhod	43.86232	46.67508	Avar
Imeni Kirova	43.86396	46.70564	Avar
Novomonastyrskoe	43.865916	46.607527	Avar
Bol'shezadoevskoe	43.8661	46.8289	Avar
Novokokhanovskoe	43.8672	46.6508	Avar
Malaya Zadoevka	43.86766	46.85721	Avar
Mulla-Ali	43.86792	46.88344	Avar
Selivankin	43.877187	45.6737	Chechen
Imeni Shaumyana	43.87796	46.68821	Avar
Persidskoe	43.884078	46.894044	North Azerbaijani
Novokrest'yanovskoe	43.88459	46.57013	Nogai
Pervokizlyarskoe	43.88591	46.67872	Avar
Burumbay	43.888168	46.968787	Nogai
Stepnoe	43.89479	46.49285	Nogai
Bol'shebredikhinskiy	43.8967	46.8539	North Azerbaijani
Imeni Karla Marksa	43.897	46.78746	Avar
Zarya Kommuny	43.89784	46.73016	Avar
Sangishi	43.89977	47.03304	Nogai
Maloe Kozyrevskoe	43.90025	46.81582	Avar
Kuznetsovskoe	43.90277	46.63276	Avar
Aleksandriyskaya	43.9047	47.1297	Avar
Krechetovo	43.906622	45.0916	Chechen
Peschanoe	43.908765	45.805986	Chechen
Novovladimirskoe	43.9128	46.95124	Nogai
Ukrainskoe	43.91396	47.00889	Chechen
Vinogradnoe	43.9167	46.81963	Avar
Korneev	43.918603	45.602841	Chechen
Runnoe	43.919694	46.044794	Chechen
Aleksandro-Nevskoe	43.92181	46.55817	Lezgian
Mangulaul	43.92672	47.31052	Nogai
Khutseevka	43.92938	46.78123	Avar
Novogeorgievka	43.9314	46.6339	Avar
Lopukhovka	43.93463	47.4079	Chechen
Tsvetkovka	43.93939	46.83366	Avar
Chernyaevka	43.9458	47.0342	Lezgian
Novoromanovka	43.9567	46.6444	Avar
Kollektivizator	43.95942	47.39102	Avar
Sar-Sar	43.96993	47.0777	Lezgian
Kraynovka	43.9772	47.3719	Avar
Komsomol'skiy	43.97833	46.69852	Avar
Rassvet	43.9786	46.7111	Avar
Serebryakovka	43.98115	46.8328	Chamalal
Kumli	43.9906	46.0658	Nogai
Plodopitomnik	43.99533	46.73344	Avar
Karabagly	44.0089	46.5964	Armenian
Novoterechnoe	44.01557	47.34915	Avar
Malaya Areshevka	44.0208	46.8231	Avar
Kerlikent	44.02694	46.74889	Avar
Vyshetalovskiy	44.035	46.72333	Nogai
Vyshetalovka	44.042518	46.725504	Tsez
Oguzer	44.0508	47.0619	Nogai
Imeni Kalinina	44.05499	46.93192	Lak
Tarumovka	44.0733	46.5364	Avar
Edige	44.07361	46.35778	Nogai
Novodmitrievka	44.0808	46.4847	Nogai
Karasu	44.08328	45.90582	Nogai
Krasnoe (Selo)	44.100232	46.877563	Avar
Bol'shaya Areshevka	44.107833	46.916939	Avar
Chubutla	44.112498	46.374184	Avar
Makarovskoe	44.121013	46.892273	Nogai
Novyy Bakhtemir	44.131866	47.265502	Avar
Sulutyube	44.13378	45.81648	Nogai
Chervlennye Buruny	44.16142	45.62342	Nogai
Terekli-Mekteb	44.1671	45.86975	Nogai
Batyr-Murza	44.176052	45.695673	Nogai
Yurkovka	44.1789	46.6797	Avar
Nariman	44.189709	45.835784	Nogai
Razdol'e	44.1942	46.5856	Avar
Boranchi	44.21684	45.53166	Nogai
Uy-Salgan	44.21889	45.15639	Nogai
Shumly-Olik	44.24283	45.68992	Dargwa
Ortatyube	44.24611	45.28167	Nogai
Karagas	44.2514	45.3853	Nogai
Novyy Chechen'	44.254761	47.07089	Avar
Kunbatar	44.29337	45.58396	Nogai
Tushilovka	44.3092	46.8814	Avar
Kochubey	44.39179	46.54615	Avar
Beretbinə	41.6415	46.4875057	Avar
Bertala	41.548748	46.444793	Avar
Kikakoba	41.65315	46.656482	Avar
Kurush	41.28083	47.83	Lezgian
Duisi	42.1496689	45.2735209	Chechen
Dzibakhevi	42.2089029	45.2942061	Chechen
Dzhokolo	42.1725633	45.2979827	Chechen
Shua Khalatsani	42.1400039	45.3184987	Chechen
Birkiani	42.1893702	45.2992057	Chechen
Omalo (Pankisi)	42.1844732	45.3140331	Chechen
